size,read-start,read-end,time,block-time
65536,1.326636144,1.327087512,0.000451368,0.000028211
131072,1.327090680,1.327917088,0.000826408,0.000025825
262144,1.327920720,1.330063704,0.002142984,0.000033484
524288,1.330067992,1.334378472,0.004310480,0.000033676
1048576,1.334383008,1.340582632,0.006199624,0.000024217
2097152,1.340587568,1.352992816,0.012405248,0.000024229
4096,1.352998144,1.353133392,0.000135248,0.000135248
8192,1.353137256,1.353322704,0.000185448,0.000092724
16384,1.353325952,1.353512424,0.000186472,0.000046618
32768,1.353515968,1.353787408,0.000271440,0.000033930
65536,1.353790648,1.354425584,0.000634936,0.000039683
131072,1.354429584,1.355549808,0.001120224,0.000035007
262144,1.355553632,1.357486256,0.001932624,0.000030197
524288,1.357490208,1.361672376,0.004182168,0.000032673
1048576,1.361677720,1.367839008,0.006161288,0.000024068
2097152,1.367844536,1.383379448,0.015534912,0.000030342
4096,1.383385272,1.383527968,0.000142696,0.000142696
8192,1.383533208,1.383690088,0.000156880,0.000078440
16384,1.383694320,1.383880296,0.000185976,0.000046494
32768,1.383883928,1.384157080,0.000273152,0.000034144
65536,1.384160296,1.384628288,0.000467992,0.000029250
131072,1.384631896,1.385454592,0.000822696,0.000025709
262144,1.385457960,1.387592656,0.002134696,0.000033355
524288,1.387596808,1.391080960,0.003484152,0.000027220
1048576,1.391085848,1.397246984,0.006161136,0.000024067
2097152,1.397251280,1.409901232,0.012649952,0.000024707
4096,1.409905936,1.410029824,0.000123888,0.000123888
8192,1.410033920,1.410177176,0.000143256,0.000071628
16384,1.410180360,1.410361552,0.000181192,0.000045298
32768,1.410365040,1.410785848,0.000420808,0.000052601
65536,1.410790232,1.411280000,0.000489768,0.000030611
131072,1.411284808,1.412431992,0.001147184,0.000035849
262144,1.412436168,1.414041008,0.001604840,0.000025076
524288,1.414045096,1.417628320,0.003583224,0.000027994
1048576,1.417632664,1.424163648,0.006530984,0.000025512
2097152,1.424168248,1.438575264,0.014407016,0.000028139
4096,1.438580072,1.438703912,0.000123840,0.000123840
8192,1.438708176,1.438896024,0.000187848,0.000093924
16384,1.438900648,1.439168504,0.000267856,0.000066964
32768,1.439172584,1.439544200,0.000371616,0.000046452
65536,1.439547768,1.440002792,0.000455024,0.000028439
131072,1.440005768,1.440898168,0.000892400,0.000027887
262144,1.440902760,1.442476392,0.001573632,0.000024588
524288,1.442480616,1.446033440,0.003552824,0.000027756
1048576,1.446037688,1.454422352,0.008384664,0.000032753
2097152,1.454427376,1.470139200,0.015711824,0.000030687
4096,1.470144920,1.470312824,0.000167904,0.000167904
8192,1.470318208,1.470489136,0.000170928,0.000085464
16384,1.470493064,1.470821024,0.000327960,0.000081990
32768,1.470826648,1.471349888,0.000523240,0.000065405
65536,1.471354256,1.471947488,0.000593232,0.000037077
131072,1.471951672,1.472783296,0.000831624,0.000025988
262144,1.472786752,1.474722576,0.001935824,0.000030247
524288,1.474726672,1.478849128,0.004122456,0.000032207
1048576,1.478852736,1.487229584,0.008376848,0.000032722
2097152,1.487234336,1.499597984,0.012363648,0.000024148
4096,1.499603496,1.499757624,0.000154128,0.000154128
8192,1.499762304,1.499917008,0.000154704,0.000077352
16384,1.499921016,1.500171008,0.000249992,0.000062498
32768,1.500175032,1.500454408,0.000279376,0.000034922
65536,1.500457440,1.501002704,0.000545264,0.000034079
131072,1.501006312,1.501839952,0.000833640,0.000026051
262144,1.501843336,1.503991600,0.002148264,0.000033567
524288,1.503995448,1.508170600,0.004175152,0.000032618
1048576,1.508174496,1.516419920,0.008245424,0.000032209
2097152,1.516424208,1.530199792,0.013775584,0.000026905
4096,1.530205072,1.530328600,0.000123528,0.000123528
8192,1.530333096,1.530514752,0.000181656,0.000090828
16384,1.530518704,1.530770480,0.000251776,0.000062944
32768,1.530774776,1.531165024,0.000390248,0.000048781
65536,1.531169368,1.531634848,0.000465480,0.000029092
131072,1.531637968,1.532575368,0.000937400,0.000029294
262144,1.532578928,1.534599360,0.002020432,0.000031569
524288,1.534603400,1.538640120,0.004036720,0.000031537
1048576,1.538644304,1.545098624,0.006454320,0.000025212
2097152,1.545103648,1.561288136,0.016184488,0.000031610
4096,1.561292968,1.561432144,0.000139176,0.000139176
8192,1.561436312,1.561578352,0.000142040,0.000071020
16384,1.561581640,1.561817416,0.000235776,0.000058944
32768,1.561820992,1.562093064,0.000272072,0.000034009
65536,1.562096256,1.562720400,0.000624144,0.000039009
131072,1.562723744,1.563857592,0.001133848,0.000035433
262144,1.563861744,1.565465768,0.001604024,0.000025063
524288,1.565470480,1.568750160,0.003279680,0.000025622
1048576,1.568754544,1.576261592,0.007507048,0.000029324
2097152,1.576266984,1.590334752,0.014067768,0.000027476
4096,1.590340200,1.590461072,0.000120872,0.000120872
8192,1.590465720,1.590724144,0.000258424,0.000129212
16384,1.590728576,1.590926928,0.000198352,0.000049588
32768,1.590930152,1.591433128,0.000502976,0.000062872
65536,1.591436408,1.591889296,0.000452888,0.000028305
131072,1.591892840,1.592717528,0.000824688,0.000025772
262144,1.592720496,1.594301192,0.001580696,0.000024698
524288,1.594304640,1.597398320,0.003093680,0.000024169
1048576,1.597401920,1.605734224,0.008332304,0.000032548
2097152,1.605739048,1.618425696,0.012686648,0.000024779
4096,1.618430928,1.618587376,0.000156448,0.000156448
